"Season","Year","City","Sport","Discipline","Athlete","Country_code","Gender","Event","Medal","Country","url"
"winter","2010","Vancouver","Bobsleigh","Bobsleigh","ADJEI, Richard","GER","Men","Two-Man","Silver","Germany","https://upload.wikimedia.org/wikipedia/commons/0/0c/Richard_Adjei_%28GER%29_2010.jpg"
"winter","2010","Vancouver","Bobsleigh","Bobsleigh","MEYERS, Elana","USA","Women","Two-Man","Bronze","United States","https://upload.wikimedia.org/wikipedia/commons/6/67/ElanaMeyers_withCCO.png"
"winter","2010","Vancouver","Bobsleigh","Bobsleigh","PAC, Erin","USA","Women","Two-Man","Bronze","United States","https://upload.wikimedia.org/wikipedia/commons/b/b4/ErinPac_St.PatParade2010_Sgt.R.K.Blue.jpg"
"winter","2010","Vancouver","Bobsleigh","Bobsleigh","HUMPHRIES, Kaillie","CAN","Women","Two-Man","Gold","Canada","https://upload.wikimedia.org/wikipedia/commons/c/c4/Kaillie_Humphries_2010-04-05.jpg"
"winter","2010","Vancouver","Bobsleigh","Bobsleigh","MOYSE, Heather","CAN","Women","Two-Man","Gold","Canada","https://upload.wikimedia.org/wikipedia/commons/e/e0/Heather_Moyse_1.jpg"
"winter","2010","Vancouver","Bobsleigh","Bobsleigh","BROWN, Shelley-Ann","CAN","Women","Two-Man","Silver","Canada","https://upload.wikimedia.org/wikipedia/commons/6/67/Shelly-Ann_Brown.jpg"
"winter","2010","Vancouver","Bobsleigh","Bobsleigh","UPPERTON, Helen","CAN","Women","Two-Man","Silver","Canada","https://upload.wikimedia.org/wikipedia/commons/7/7e/Helen_Upperton.jpg"
"winter","2010","Vancouver","Bobsleigh","Skeleton","TRETYAKOV, Alexander","RUS","Men","Individual","Bronze","Russia","https://upload.wikimedia.org/wikipedia/commons/d/d0/Tretyakov_KVN.jpg"
"winter","2010","Vancouver","Bobsleigh","Skeleton","MONTGOMERY, Jon","CAN","Men","Individual","Gold","Canada","https://upload.wikimedia.org/wikipedia/commons/6/63/Jon_Montgomery_%28cropped%29.jpg"
"winter","2010","Vancouver","Bobsleigh","Skeleton","DUKURS, Martins","LAT","Men","Individual","Silver","Latvia","https://upload.wikimedia.org/wikipedia/commons/3/39/Martins_Dukurs.jpg"
"winter","2010","Vancouver","Bobsleigh","Skeleton","HUBER, Anja","GER","Women","Individual","Bronze","Germany","https://upload.wikimedia.org/wikipedia/commons/4/42/Anja_Huber_bei_der_Olympia-Einkleidung_Erding_2014_%28Martin_Rulsch%29_03.jpg"
"winter","2010","Vancouver","Bobsleigh","Skeleton","WILLIAMS, Amy","GBR","Women","Individual","Gold","United Kingdom","https://upload.wikimedia.org/wikipedia/commons/f/f2/Amy_Williams_basketball_coach.jpg"
"winter","2010","Vancouver","Bobsleigh","Skeleton","SZYMKOWIAK, Kerstin","GER","Women","Individual","Silver","Germany","https://upload.wikimedia.org/wikipedia/commons/b/b9/Kerstin_Szymkowiak_-_Flickr_image_4375233158.jpg"
"winter","2010","Vancouver","Curling","Curling","HAUSER, Jan","SUI","Men","Curling","Bronze","Switzerland","https://upload.wikimedia.org/wikipedia/commons/6/67/Radebeul_Eisoldsche_H%C3%A4user_Serkowitzer_Stra%C3%9Fe_3535e.jpg"
"winter","2010","Vancouver","Curling","Curling","ENRIGHT, Adam","CAN","Men","Curling","Gold","Canada","https://upload.wikimedia.org/wikipedia/commons/6/68/10.13.13IDWCreatorVisionsPanelByLuigiNovi1.jpg"
"winter","2010","Vancouver","Curling","Curling","HEBERT, Ben","CAN","Men","Curling","Gold","Canada","https://upload.wikimedia.org/wikipedia/commons/0/09/Alabama-_CALHOUN_County%2C_Enumeration_District_32%2C_Sheet_No._5A_-_DPLA_-_bba92dbf2c6270e4779134ade27a02eb.jpg"
"winter","2010","Vancouver","Curling","Curling","KENNEDY, Marc","CAN","Men","Curling","Gold","Canada","https://upload.wikimedia.org/wikipedia/commons/7/70/Marc_Bamuthi_Joseph_standing_onstage.jpg"
"winter","2010","Vancouver","Curling","Curling","MORRIS, John","CAN","Men","Curling","Gold","Canada","https://upload.wikimedia.org/wikipedia/commons/e/e5/John_Gottlieb_Morris.jpg"
"winter","2010","Vancouver","Curling","Curling","LOEVOLD, Thomas","NOR","Men","Curling","Silver","Norway","https://upload.wikimedia.org/wikipedia/commons/9/9f/Thomas_Loevold.jpg"
"winter","2010","Vancouver","Curling","Curling","SVAE, Christoffer","NOR","Men","Curling","Silver","Norway","https://upload.wikimedia.org/wikipedia/commons/4/4b/Christoffer_Svae_2010.jpg"
"winter","2010","Vancouver","Curling","Curling","ULSRUD, Thomas","NOR","Men","Curling","Silver","Norway","https://upload.wikimedia.org/wikipedia/commons/3/36/Ulsrud_%28cropped%29.jpg"
"winter","2010","Vancouver","Curling","Curling","LIU, Yin","CHN","Women","Curling","Bronze","China","https://upload.wikimedia.org/wikipedia/commons/5/50/Liu_Yin-1.png"
"winter","2010","Vancouver","Curling","Curling","WANG, Bingyu","CHN","Women","Curling","Bronze","China","https://upload.wikimedia.org/wikipedia/commons/4/46/Wang_Bingyu-1.png"
"winter","2010","Vancouver","Curling","Curling","YUE, Qingshuang","CHN","Women","Curling","Bronze","China","https://upload.wikimedia.org/wikipedia/commons/c/c0/Yue_Qingshuang-1.png"
"winter","2010","Vancouver","Curling","Curling","ZHOU, Yan","CHN","Women","Curling","Bronze","China","https://upload.wikimedia.org/wikipedia/commons/e/ed/Zhou_Yan-1.png"
"winter","2010","Vancouver","Curling","Curling","BARTEL, Cori","CAN","Women","Curling","Silver","Canada","https://upload.wikimedia.org/wikipedia/commons/3/3e/Cori_Bartel.jpg"
"winter","2010","Vancouver","Curling","Curling","BERNARD, Cheryl","CAN","Women","Curling","Silver","Canada","https://upload.wikimedia.org/wikipedia/commons/2/28/Susan_O%27Connor_and_Cheryl_Bernard.jpg"
"winter","2010","Vancouver","Curling","Curling","DARBYSHIRE, Carolyn","CAN","Women","Curling","Silver","Canada","https://upload.wikimedia.org/wikipedia/commons/c/c8/Carolyn_Darbyshire.jpg"
"winter","2010","Vancouver","Curling","Curling","MOORE, Kristie","CAN","Women","Curling","Silver","Canada","https://upload.wikimedia.org/wikipedia/commons/f/f1/Women%27s_curling_olympic_medalists_Vancouver_2010_P2260164.jpg"
"winter","2010","Vancouver","Curling","Curling","O CONNOR, Susan","CAN","Women","Curling","Silver","Canada","https://upload.wikimedia.org/wikipedia/commons/f/f9/Susan_O%27Connor.jpg"
"winter","2010","Vancouver","Ice Hockey","Ice Hockey","FILPPULA, Valtteri","FIN","Men","Ice Hockey","Bronze","Finland","https://upload.wikimedia.org/wikipedia/commons/4/4e/Valtteri_Filppula_2016.jpg"
"winter","2010","Vancouver","Ice Hockey","Ice Hockey","IMMONEN, Jarkko","FIN","Men","Ice Hockey","Bronze","Finland","https://upload.wikimedia.org/wikipedia/commons/8/8f/Jarkko_Immonen.jpg"
"winter","2010","Vancouver","Ice Hockey","Ice Hockey","KIPRUSOFF, Miikka","FIN","Men","Ice Hockey","Bronze","Finland","https://upload.wikimedia.org/wikipedia/commons/5/5d/MiikkaKiprusoff.jpg"
"winter","2010","Vancouver","Ice Hockey","Ice Hockey","LEPISTO, Sami","FIN","Men","Ice Hockey","Bronze","Finland","https://upload.wikimedia.org/wikipedia/commons/d/d3/Sami_Lepist%C3%B6_Avtomobilist_Yekaterinburg.JPG"
"winter","2010","Vancouver","Ice Hockey","Ice Hockey","MIETTINEN, Antti","FIN","Men","Ice Hockey","Bronze","Finland","https://upload.wikimedia.org/wikipedia/commons/1/1b/Antti_Miettinen_Jets.png"
"winter","2010","Vancouver","Ice Hockey","Ice Hockey","NISKALA, Janne","FIN","Men","Ice Hockey","Bronze","Finland","https://upload.wikimedia.org/wikipedia/commons/0/0c/JanneNiskala.JPG"
"winter","2010","Vancouver","Ice Hockey","Ice Hockey","PITKANEN, Joni","FIN","Men","Ice Hockey","Bronze","Finland","https://upload.wikimedia.org/wikipedia/commons/f/ff/Joni_Pitkanen.jpg"
"winter","2010","Vancouver","Ice Hockey","Ice Hockey","RUUTU, Tuomo","FIN","Men","Ice Hockey","Bronze","Finland","https://upload.wikimedia.org/wikipedia/commons/c/c2/Tuomo_Ruutu.jpg"
"winter","2010","Vancouver","Ice Hockey","Ice Hockey","BERGERON, Patrice","CAN","Men","Ice Hockey","Gold","Canada","https://upload.wikimedia.org/wikipedia/commons/7/76/Patrice_Bergeron_%284242242146%29.jpg"
"winter","2010","Vancouver","Ice Hockey","Ice Hockey","BOYLE, Dan","CAN","Men","Ice Hockey","Gold","Canada","https://upload.wikimedia.org/wikipedia/commons/b/b3/Dan_Boyle.jpg"
"winter","2010","Vancouver","Ice Hockey","Ice Hockey","CROSBY, Sidney","CAN","Men","Ice Hockey","Gold","Canada","https://upload.wikimedia.org/wikipedia/commons/2/29/Sidney_Crosby_2018-12-19_3.jpg"
"winter","2010","Vancouver","Ice Hockey","Ice Hockey","DOUGHTY, Drew","CAN","Men","Ice Hockey","Gold","Canada","https://upload.wikimedia.org/wikipedia/commons/a/a9/Drew_Doughty_%2826530996791%29.jpg"
"winter","2010","Vancouver","Ice Hockey","Ice Hockey","FLEURY, Marc-Andre","CAN","Men","Ice Hockey","Gold","Canada","https://upload.wikimedia.org/wikipedia/commons/b/be/Marc-Andr%C3%A9_Fleury.jpg"
"winter","2010","Vancouver","Ice Hockey","Ice Hockey","GETZLAF, Ryan","CAN","Men","Ice Hockey","Gold","Canada","https://upload.wikimedia.org/wikipedia/commons/1/19/Ryan_Getzlaf_2010.png"
"winter","2010","Vancouver","Ice Hockey","Ice Hockey","HEATLEY, Dany","CAN","Men","Ice Hockey","Gold","Canada","https://upload.wikimedia.org/wikipedia/commons/4/4e/Dany_Heatley.jpg"
"winter","2010","Vancouver","Ice Hockey","Ice Hockey","KEITH, Duncan","CAN","Men","Ice Hockey","Gold","Canada","https://upload.wikimedia.org/wikipedia/commons/b/b2/Duncan_Keith.jpg"
"winter","2010","Vancouver","Ice Hockey","Ice Hockey","LUONGO, Roberto","CAN","Men","Ice Hockey","Gold","Canada","https://upload.wikimedia.org/wikipedia/commons/e/ed/Roberto_Luongo_03-2010a.JPG"
"winter","2010","Vancouver","Ice Hockey","Ice Hockey","MARLEAU, Patrick","CAN","Men","Ice Hockey","Gold","Canada","https://upload.wikimedia.org/wikipedia/commons/2/20/Patrick_Marleau.JPG"
"winter","2010","Vancouver","Ice Hockey","Ice Hockey","MORROW, Brenden","CAN","Men","Ice Hockey","Gold","Canada","https://upload.wikimedia.org/wikipedia/commons/2/28/Brenden_Morrow.png"
"winter","2010","Vancouver","Ice Hockey","Ice Hockey","NASH, Rick","CAN","Men","Ice Hockey","Gold","Canada","https://upload.wikimedia.org/wikipedia/commons/a/a0/Rick_Nash_Rangers.jpg"
"winter","2010","Vancouver","Ice Hockey","Ice Hockey","PERRY, Corey","CAN","Men","Ice Hockey","Gold","Canada","https://upload.wikimedia.org/wikipedia/commons/b/bb/Corey_Perry_%2826246903511%29.jpg"
"winter","2014","Sochi","Biathlon","Biathlon","LANDERTINGER, Dominik","AUT","Men","10KM","Silver","Austria","https://upload.wikimedia.org/wikipedia/commons/d/d5/Dominik_Landertinger_2019.jpg"
"winter","2014","Sochi","Biathlon","Biathlon","SOUKUP, Jaroslav","CZE","Men","10KM","Bronze","Czech Republic","https://upload.wikimedia.org/wikipedia/commons/a/aa/Jaroslav_Soukup_%281902-1989%29.jpg"
"winter","2014","Sochi","Biathlon","Biathlon","MORAVEC, Ondrej","CZE","Men","12.5Km Pursuit","Silver","Czech Republic","https://upload.wikimedia.org/wikipedia/commons/a/a0/Ond%C5%99ej_Moravec.jpg"
"winter","2014","Sochi","Biathlon","Biathlon","BEATRIX, Jean Guillaume","FRA","Men","12.5Km Pursuit","Bronze","France","https://upload.wikimedia.org/wikipedia/commons/c/c9/Jean-Guillaume_Beatrix.JPG"
"winter","2014","Sochi","Biathlon","Biathlon","FOURCADE, Martin","FRA","Men","12.5Km Pursuit","Gold","France","https://upload.wikimedia.org/wikipedia/commons/1/15/Martin_Fourcade_jumping.jpg"
"winter","2014","Sochi","Biathlon","Biathlon","MORAVEC, Ondrej","CZE","Men","15KM Mass Start","Bronze","Czech Republic","https://upload.wikimedia.org/wikipedia/commons/a/a0/Ond%C5%99ej_Moravec.jpg"
"winter","2014","Sochi","Biathlon","Biathlon","FOURCADE, Martin","FRA","Men","15KM Mass Start","Silver","France","https://upload.wikimedia.org/wikipedia/commons/1/15/Martin_Fourcade_jumping.jpg"
"winter","2014","Sochi","Biathlon","Biathlon","SVENDSEN, Emil Hegle","NOR","Men","15KM Mass Start","Gold","Norway","https://upload.wikimedia.org/wikipedia/commons/a/a0/Emil_Hegle_Svendsen_2017.jpg"
"winter","2014","Sochi","Biathlon","Biathlon","FOURCADE, Martin","FRA","Men","20KM","Gold","France","https://upload.wikimedia.org/wikipedia/commons/1/15/Martin_Fourcade_jumping.jpg"
"winter","2014","Sochi","Biathlon","Biathlon","LESSER, Erik","GER","Men","20KM","Silver","Germany","https://upload.wikimedia.org/wikipedia/commons/8/83/Erik_Lesser.jpg"
"winter","2014","Sochi","Biathlon","Biathlon","GARANICHEV, Evgeniy","RUS","Men","20KM","Bronze","Russia","https://upload.wikimedia.org/wikipedia/commons/e/e7/Evgeniy_Garanichev.jpg"
"winter","2014","Sochi","Biathlon","Biathlon","EDER, Simon","AUT","Men","4X7.5KM Relay","Bronze","Austria","https://upload.wikimedia.org/wikipedia/commons/5/57/Simon_Eder.JPG"
"winter","2014","Sochi","Biathlon","Biathlon","LANDERTINGER, Dominik","AUT","Men","4X7.5KM Relay","Bronze","Austria","https://upload.wikimedia.org/wikipedia/commons/d/d5/Dominik_Landertinger_2019.jpg"
"winter","2014","Sochi","Biathlon","Biathlon","MESOTITSCH, Daniel","AUT","Men","4X7.5KM Relay","Bronze","Austria","https://upload.wikimedia.org/wikipedia/commons/9/97/Daniel_Mesotitsch_2019.jpg"
"winter","2014","Sochi","Biathlon","Biathlon","SUMANN, Christoph","AUT","Men","4X7.5KM Relay","Bronze","Austria","https://upload.wikimedia.org/wikipedia/commons/a/a7/Christoph_Sumann_%28Gala-Nacht_des_Sports_2009%29.jpg"
"winter","2014","Sochi","Biathlon","Biathlon","BOEHM, Daniel","GER","Men","4X7.5KM Relay","Silver","Germany","https://upload.wikimedia.org/wikipedia/commons/1/18/Illinois-_COOK_County%2C_Enumeration_District_434%2C_Sheet_No._8B_-_DPLA_-_e9dd4f3d5d60d27f13aa5dad117ecebd.jpg"
"winter","2014","Sochi","Biathlon","Biathlon","LESSER, Erik","GER","Men","4X7.5KM Relay","Silver","Germany","https://upload.wikimedia.org/wikipedia/commons/8/83/Erik_Lesser.jpg"
"winter","2014","Sochi","Biathlon","Biathlon","PEIFFER, Arnd","GER","Men","4X7.5KM Relay","Silver","Germany","https://upload.wikimedia.org/wikipedia/commons/3/39/Arnd_Peiffer_2010-01-21.jpg"
"winter","2014","Sochi","Biathlon","Biathlon","SCHEMPP, Simon","GER","Men","4X7.5KM Relay","Silver","Germany","https://upload.wikimedia.org/wikipedia/commons/a/ab/Simon_Schempp.JPG"
"winter","2014","Sochi","Biathlon","Biathlon","MALYSHKO, Dmitry","RUS","Men","4X7.5KM Relay","Gold","Russia","https://upload.wikimedia.org/wikipedia/commons/b/b7/Dmitry_Malyshko.jpg"
"winter","2014","Sochi","Biathlon","Biathlon","SHIPULIN, Anton","RUS","Men","4X7.5KM Relay","Gold","Russia","https://upload.wikimedia.org/wikipedia/commons/1/15/Anton_Shipulin.jpg"
"winter","2014","Sochi","Biathlon","Biathlon","USTYUGOV, Evgeny","RUS","Men","4X7.5KM Relay","Gold","Russia","https://upload.wikimedia.org/wikipedia/commons/c/c3/Evgeny_Ustyugov.jpg"
"winter","2014","Sochi","Biathlon","Biathlon","VOLKOV, Alexey","RUS","Men","4X7.5KM Relay","Gold","Russia","https://upload.wikimedia.org/wikipedia/commons/9/90/Alexey_Volkov_Kontiolahti_2010.jpg"
"winter","2014","Sochi","Biathlon","Biathlon","MORAVEC, Ondrej","CZE","Men","Relay Mix","Silver","Czech Republic","https://upload.wikimedia.org/wikipedia/commons/a/a0/Ond%C5%99ej_Moravec.jpg"
"winter","2014","Sochi","Biathlon","Biathlon","SOUKUP, Jaroslav","CZE","Men","Relay Mix","Silver","Czech Republic","https://upload.wikimedia.org/wikipedia/commons/a/aa/Jaroslav_Soukup_%281902-1989%29.jpg"
"winter","2014","Sochi","Biathlon","Biathlon","HOFER, Lukas","ITA","Men","Relay Mix","Bronze","Italy","https://upload.wikimedia.org/wikipedia/commons/b/b5/Lukas_Hofer_2019.jpg"
"winter","2014","Sochi","Biathlon","Biathlon","WINDISCH, Dominik","ITA","Men","Relay Mix","Bronze","Italy","https://upload.wikimedia.org/wikipedia/commons/3/3f/20110123_Dominik_Windisch_1.jpg"
"winter","2014","Sochi","Biathlon","Biathlon","SVENDSEN, Emil Hegle","NOR","Men","Relay Mix","Gold","Norway","https://upload.wikimedia.org/wikipedia/commons/a/a0/Emil_Hegle_Svendsen_2017.jpg"
"winter","2014","Sochi","Biathlon","Biathlon","DOMRACHEVA, Darya","BLR","Women","10KM Pursuit","Gold","Belarus","https://upload.wikimedia.org/wikipedia/commons/f/f9/Darya_Domracheva_2014_Belarus_stamp.jpg"
"winter","2014","Sochi","Biathlon","Biathlon","BERGER, Tora","NOR","Women","10KM Pursuit","Silver","Norway","https://upload.wikimedia.org/wikipedia/commons/1/19/Tora_Berger.jpg"
"winter","2014","Sochi","Biathlon","Biathlon","GREGORIN, Teja","SLO","Women","10KM Pursuit","Bronze","Slovenia","https://upload.wikimedia.org/wikipedia/commons/8/84/Teja_Gregorin_2016.jpg"
"winter","2014","Sochi","Biathlon","Biathlon","DOMRACHEVA, Darya","BLR","Women","12.5KM Mass Start","Gold","Belarus","https://upload.wikimedia.org/wikipedia/commons/f/f9/Darya_Domracheva_2014_Belarus_stamp.jpg"
"winter","2014","Sochi","Biathlon","Biathlon","SOUKALOVA, Gabriela","CZE","Women","12.5KM Mass Start","Silver","Czech Republic","https://upload.wikimedia.org/wikipedia/commons/3/32/20101217_Gabriela_Soukalova_1.jpg"
"winter","2014","Sochi","Biathlon","Biathlon","ECKHOFF, Tiril","NOR","Women","12.5KM Mass Start","Bronze","Norway","https://upload.wikimedia.org/wikipedia/commons/8/86/Tiril_Eckhoff.jpg"
"winter","2014","Sochi","Biathlon","Biathlon","DOMRACHEVA, Darya","BLR","Women","15KM","Gold","Belarus","https://upload.wikimedia.org/wikipedia/commons/f/f9/Darya_Domracheva_2014_Belarus_stamp.jpg"
"winter","2014","Sochi","Biathlon","Biathlon","SKARDINO, Nadezhda","BLR","Women","15KM","Bronze","Belarus","https://upload.wikimedia.org/wikipedia/commons/f/f2/Nadezhda_Skardino%2C_Sochi_2014JPG.jpeg"
"winter","2014","Sochi","Biathlon","Biathlon","GASPARIN, Selina","SUI","Women","15KM","Silver","Switzerland","https://upload.wikimedia.org/wikipedia/commons/c/c6/Selina_Gasparin_Ostersund_2008.jpg"
"winter","2014","Sochi","Biathlon","Biathlon","BERGER, Tora","NOR","Women","4X6KM Relay","Bronze","Norway","https://upload.wikimedia.org/wikipedia/commons/1/19/Tora_Berger.jpg"
"winter","2014","Sochi","Biathlon","Biathlon","ECKHOFF, Tiril","NOR","Women","4X6KM Relay","Bronze","Norway","https://upload.wikimedia.org/wikipedia/commons/8/86/Tiril_Eckhoff.jpg"
"winter","2014","Sochi","Biathlon","Biathlon","HORN, Fanny Welle-Strand","NOR","Women","4X6KM Relay","Bronze","Norway","https://upload.wikimedia.org/wikipedia/commons/d/d5/Fanny_Horn_Birkeland.jpg"
"winter","2014","Sochi","Biathlon","Biathlon","ROMANOVA, Yana","RUS","Women","4X6KM Relay","Silver","Russia","https://upload.wikimedia.org/wikipedia/commons/8/8b/Yana_Romanova_%28RUS%29.jpg"
"winter","2014","Sochi","Biathlon","Biathlon","SHUMILOVA, Ekaterina","RUS","Women","4X6KM Relay","Silver","Russia","https://upload.wikimedia.org/wikipedia/commons/1/14/Ekaterina_Shumilova_24_February_2014_%28cropped%29.JPG"
"winter","2014","Sochi","Biathlon","Biathlon","VILUKHINA, Olga","RUS","Women","4X6KM Relay","Silver","Russia","https://upload.wikimedia.org/wikipedia/commons/d/d5/Olga_Vilukhina_2014_%28cropped%29.jpg"
"winter","2014","Sochi","Biathlon","Biathlon","DZHYMA, Juliya","UKR","Women","4X6KM Relay","Gold","Ukraine","https://upload.wikimedia.org/wikipedia/commons/b/be/Juliya_Dzhyma_at_Biathlon_WC_2015_Nov%C3%A9_M%C4%9Bsto.jpg"
"winter","2014","Sochi","Biathlon","Biathlon","PIDHRUSHNA, Olena","UKR","Women","4X6KM Relay","Gold","Ukraine","https://upload.wikimedia.org/wikipedia/commons/4/46/Olena_Pidhrushna_2010.jpg"
"winter","2014","Sochi","Biathlon","Biathlon","SEMERENKO, Valj","UKR","Women","4X6KM Relay","Gold","Ukraine","https://upload.wikimedia.org/wikipedia/commons/0/0b/Valj_Semerenko.jpg"
"winter","2014","Sochi","Biathlon","Biathlon","SEMERENKO, Vita","UKR","Women","4X6KM Relay","Gold","Ukraine","https://upload.wikimedia.org/wikipedia/commons/3/3a/Vita_Semerenko.JPG"
"winter","2014","Sochi","Biathlon","Biathlon","VILUKHINA, Olga","RUS","Women","7.5KM","Silver","Russia","https://upload.wikimedia.org/wikipedia/commons/d/d5/Olga_Vilukhina_2014_%28cropped%29.jpg"
"winter","2014","Sochi","Biathlon","Biathlon","SEMERENKO, Vita","UKR","Women","7.5KM","Bronze","Ukraine","https://upload.wikimedia.org/wikipedia/commons/3/3a/Vita_Semerenko.JPG"
"winter","2014","Sochi","Biathlon","Biathlon","SOUKALOVA, Gabriela","CZE","Women","Relay Mix","Silver","Czech Republic","https://upload.wikimedia.org/wikipedia/commons/3/32/20101217_Gabriela_Soukalova_1.jpg"
"winter","2014","Sochi","Biathlon","Biathlon","VITKOVA, Veronika","CZE","Women","Relay Mix","Silver","Czech Republic","https://upload.wikimedia.org/wikipedia/commons/7/76/Veronika_V%C3%ADtkov%C3%A1_signature.jpg"
"winter","2014","Sochi","Biathlon","Biathlon","OBERHOFER, Karin","ITA","Women","Relay Mix","Bronze","Italy","https://upload.wikimedia.org/wikipedia/commons/4/4b/Karin_Oberhofer_1.jpg"
"winter","2014","Sochi","Biathlon","Biathlon","WIERER, Dorothea","ITA","Women","Relay Mix","Bronze","Italy","https://upload.wikimedia.org/wikipedia/commons/4/4a/Dorothea_Wierer.JPG"
"winter","2014","Sochi","Biathlon","Biathlon","BERGER, Tora","NOR","Women","Relay Mix","Gold","Norway","https://upload.wikimedia.org/wikipedia/commons/1/19/Tora_Berger.jpg"
"winter","2014","Sochi","Biathlon","Biathlon","ECKHOFF, Tiril","NOR","Women","Relay Mix","Gold","Norway","https://upload.wikimedia.org/wikipedia/commons/8/86/Tiril_Eckhoff.jpg"
"winter","2014","Sochi","Bobsleigh","Bobsleigh","DREISKENS, Daumants","LAT","Men","Four-Man","Silver","Latvia","https://upload.wikimedia.org/wikipedia/commons/8/81/Daumants_Drei%C5%A1kens_%282015%29.jpg"
"winter","2014","Sochi","Bobsleigh","Bobsleigh","MELBARDIS, Oskars","LAT","Men","Four-Man","Silver","Latvia","https://upload.wikimedia.org/wikipedia/commons/4/42/Oskars_Melb%C4%81rdis_2014.jpg"
"winter","2014","Sochi","Bobsleigh","Bobsleigh","STRENGA, Janis","LAT","Men","Four-Man","Silver","Latvia","https://upload.wikimedia.org/wikipedia/commons/8/82/J%C4%81nis_Strenga_%282015%29.jpg"
"winter","2014","Sochi","Bobsleigh","Bobsleigh","VILKASTE, Arvis","LAT","Men","Four-Man","Silver","Latvia","https://upload.wikimedia.org/wikipedia/commons/a/a9/Arvis_Vilkaste.jpg"
"winter","2014","Sochi","Bobsleigh","Bobsleigh","NEGODAYLO, Alexey","RUS","Men","Four-Man","Gold","Russia","https://upload.wikimedia.org/wikipedia/commons/2/2c/BobsledBronzeCaptFogt0963_%2841776545144%29.jpg"
"winter","2014","Sochi","Bobsleigh","Bobsleigh","TRUNENKOV, Dmitry","RUS","Men","Four-Man","Gold","Russia","https://upload.wikimedia.org/wikipedia/commons/a/ac/Dmitry_Trunenkov%2C_2016-2.jpg"
"winter","2014","Sochi","Bobsleigh","Bobsleigh","ZUBKOV, Alexander","RUS","Men","Four-Man","Gold","Russia","https://upload.wikimedia.org/wikipedia/commons/2/20/Alexandr_Zubkov.jpg"
"winter","2014","Sochi","Bobsleigh","Bobsleigh","FOGT, Christopher","USA","Men","Four-Man","Bronze","United States","https://upload.wikimedia.org/wikipedia/commons/c/c7/Christopher_Fogt_2013.jpg"
"winter","2014","Sochi","Bobsleigh","Bobsleigh","HOLCOMB, Steven","USA","Men","Four-Man","Bronze","United States","https://upload.wikimedia.org/wikipedia/commons/a/a7/Steven_Holcomb.jpg"
"winter","2014","Sochi","Bobsleigh","Bobsleigh","LANGTON, Steven","USA","Men","Four-Man","Bronze","United States","https://upload.wikimedia.org/wikipedia/commons/0/09/Steve_Langton_and_Steven_Holcomb_2012.jpeg"
"winter","2014","Sochi","Bobsleigh","Bobsleigh","TOMASEVICZ, Curtis","USA","Men","Four-Man","Bronze","United States","https://upload.wikimedia.org/wikipedia/commons/f/f6/Curtis_Tomasevicz_%28USA%29_Sochi_2014.jpg"
"winter","2014","Sochi","Bobsleigh","Bobsleigh","ZUBKOV, Alexander","RUS","Men","Two-Man","Gold","Russia","https://upload.wikimedia.org/wikipedia/commons/2/20/Alexandr_Zubkov.jpg"
"winter","2014","Sochi","Bobsleigh","Bobsleigh","BAUMANN, Alex","SUI","Men","Two-Man","Silver","Switzerland","https://upload.wikimedia.org/wikipedia/commons/f/f2/Alex_Baumann_%28SUI%29_2014.JPG"
"winter","2014","Sochi","Bobsleigh","Bobsleigh","HOLCOMB, Steven","USA","Men","Two-Man","Bronze","United States","https://upload.wikimedia.org/wikipedia/commons/a/a7/Steven_Holcomb.jpg"
"winter","2014","Sochi","Bobsleigh","Bobsleigh","LANGTON, Steven","USA","Men","Two-Man","Bronze","United States","https://upload.wikimedia.org/wikipedia/commons/0/09/Steve_Langton_and_Steven_Holcomb_2012.jpeg"
"winter","2014","Sochi","Bobsleigh","Bobsleigh","HUMPHRIES, Kaillie","CAN","Women","Two-Woman","Gold","Canada","https://upload.wikimedia.org/wikipedia/commons/c/c4/Kaillie_Humphries_2010-04-05.jpg"
"winter","2014","Sochi","Bobsleigh","Bobsleigh","MOYSE, Heather","CAN","Women","Two-Woman","Gold","Canada","https://upload.wikimedia.org/wikipedia/commons/e/e0/Heather_Moyse_1.jpg"
"winter","2014","Sochi","Bobsleigh","Bobsleigh","EVANS, Aja","USA","Women","Two-Woman","Bronze","United States","https://upload.wikimedia.org/wikipedia/commons/a/a8/Aja_Evans_%28USA%29_2017.jpg"
"winter","2014","Sochi","Bobsleigh","Bobsleigh","GREUBEL, Jamie","USA","Women","Two-Woman","Bronze","United States","https://upload.wikimedia.org/wikipedia/commons/a/ae/Jamie_Greubel_Poser_%28USA%29_2017.jpg"
"winter","2014","Sochi","Bobsleigh","Bobsleigh","MEYERS, Elana","USA","Women","Two-Woman","Silver","United States","https://upload.wikimedia.org/wikipedia/commons/6/67/ElanaMeyers_withCCO.png"
"winter","2014","Sochi","Bobsleigh","Skeleton","DUKURS, Martins","LAT","Men","Individual","Silver","Latvia","https://upload.wikimedia.org/wikipedia/commons/3/39/Martins_Dukurs.jpg"
"winter","2014","Sochi","Bobsleigh","Skeleton","TRETYAKOV, Alexander","RUS","Men","Individual","Gold","Russia","https://upload.wikimedia.org/wikipedia/commons/d/d0/Tretyakov_KVN.jpg"
