"Season","Year","City","Sport","Discipline","Athlete","Country_code","Gender","Event","Medal","Country","url"
"summer","2012","London","Canoe","Canoe Sprint","KUSCHELA, Kurt","GER","Men","C-2 1000M","Gold","Germany","https://upload.wikimedia.org/wikipedia/commons/9/95/Kurt_Kuschela.jpg"
"summer","2012","London","Canoe","Canoe Sprint","KOROVASHKOV, Alexey","RUS","Men","C-2 1000M","Bronze","Russia","https://upload.wikimedia.org/wikipedia/commons/9/9f/Canoe_Moscow_2016_-_VC_-_C2_Men_1000m.jpg"
"summer","2012","London","Canoe","Canoe Sprint","PERVUKHIN, Ilya","RUS","Men","C-2 1000M","Bronze","Russia","https://upload.wikimedia.org/wikipedia/commons/b/b1/Ilia_Pervukhin_%28RUS%29_Rio_2016.jpg"
"summer","2012","London","Canoe","Canoe Sprint","HOFF, Max","GER","Men","K-1 1000M","Bronze","Germany","https://upload.wikimedia.org/wikipedia/commons/0/04/Max_Hoff.jpg"
"summer","2012","London","Canoe","Canoe Sprint","MCKEEVER, Ed","GBR","Men","K-1 200M","Gold","United Kingdom","https://upload.wikimedia.org/wikipedia/commons/5/58/Ed_McKeever_portrait.jpg"
"summer","2012","London","Canoe","Canoe Sprint","CRAVIOTTO RIVERO, Saul","ESP","Men","K-1 200M","Silver","Spain","https://upload.wikimedia.org/wikipedia/commons/5/57/Sa%C3%BAl_Craviotto_2013_%28cropped%29.jpg"
"summer","2012","London","Canoe","Canoe Sprint","DE JONGE, Mark","CAN","Men","K-1 200M","Bronze","Canada","https://upload.wikimedia.org/wikipedia/commons/7/7d/Mark_de_Jonge_2013_WCh_%28cropped%29.jpg"
"summer","2012","London","Canoe","Canoe Sprint","CARRINGTON, Lisa","NZL","Women","K-1 200M","Gold","New Zealand","https://upload.wikimedia.org/wikipedia/commons/c/c5/Lisa_Carrington_WCh2013.jpg"
"summer","2012","London","Canoe","Canoe Sprint","PIMENTA, Fernando","POR","Men","K-2 1000M","Silver","Portugal","https://upload.wikimedia.org/wikipedia/commons/a/aa/Fernando_Pimenta_ECH_2016.jpg"
"summer","2012","London","Canoe","Canoe Sprint","SILVA, Emanuel","POR","Men","K-2 1000M","Silver","Portugal","https://upload.wikimedia.org/wikipedia/commons/7/71/2008_Emanuel_Silva.JPG"
"summer","2012","London","Canoe","Canoe Sprint","DYACHENKO, Alexander","RUS","Men","K-2 200M","Gold","Russia","https://upload.wikimedia.org/wikipedia/commons/3/3b/%D0%A6%D0%B5%D0%BA%D0%B0%D0%BB%D0%BE%2C_%D0%9C%D0%B8%D1%85%D0%B0%D0%B8%D0%BB_%D0%9A%D0%BE%D0%B7%D1%8B%D1%80%D0%B5%D0%B2%2C_%D0%94%D0%BC%D0%B8%D1%82%D1%80%D0%B8%D0%B9_%D0%94%D1%8C%D1%8F%D1%87%D0%B5%D0%BD%D0%BA%D0%BE.jpg"
"summer","2012","London","Canoe","Canoe Sprint","POSTRIGAY, Yury","RUS","Men","K-2 200M","Gold","Russia","https://upload.wikimedia.org/wikipedia/commons/5/54/Yuri_Postrigay_%28RUS%29.jpg"
"summer","2012","London","Canoe","Canoe Sprint","HEATH, Liam","GBR","Men","K-2 200M","Bronze","United Kingdom","https://upload.wikimedia.org/wikipedia/commons/a/a7/Liam_heath_in_2013_%28cropped%29.jpg"
"summer","2012","London","Canoe","Canoe Sprint","SCHOFIELD, Jon","GBR","Men","K-2 200M","Bronze","United Kingdom","https://upload.wikimedia.org/wikipedia/commons/3/3a/Liam_Heath_and_Jon_Schofield_in_2013_-_1.jpg"
"summer","2012","London","Canoe","Canoe Sprint","DIETZE, Tina","GER","Women","K-2 500M","Gold","Germany","https://upload.wikimedia.org/wikipedia/commons/e/e2/Tina_Dietze2.jpg"
"summer","2012","London","Canoe","Canoe Sprint","WEBER, Franziska","GER","Women","K-2 500M","Gold","Germany","https://upload.wikimedia.org/wikipedia/commons/c/c7/Franziska_Weber.jpg"
"summer","2012","London","Canoe","Canoe Sprint","CLEAR, Jacob","AUS","Men","K-4 1000M","Gold","Australia","https://upload.wikimedia.org/wikipedia/commons/6/6d/Andreu_Jacob_working_in_the_soundtrack_%22Clear_the_saloon%22_Norway_%C2%A9_2018.jpg"
"summer","2012","London","Canoe","Canoe Sprint","SMITH, Tate","AUS","Men","K-4 1000M","Gold","Australia","https://upload.wikimedia.org/wikipedia/commons/a/af/Richard_Smith_%281931-2016%29_-_The_Typographer_-_T04886_-_Tate.jpg"
"summer","2012","London","Canoe","Canoe Sprint","STEWART, Murray","AUS","Men","K-4 1000M","Gold","Australia","https://upload.wikimedia.org/wikipedia/commons/9/9f/Katharine_Stewart-Murray%2C_Duchess_of_Atholl.jpg"
"summer","2012","London","Canoe","Canoe Sprint","KULIFAI, Tamas","HUN","Men","K-4 1000M","Silver","Hungary","https://upload.wikimedia.org/wikipedia/commons/f/f1/Tam%C3%A1s_Kulifai.jpg"
"summer","2012","London","Canoe","Canoe Sprint","PAUMAN, Daniel","HUN","Men","K-4 1000M","Silver","Hungary","https://upload.wikimedia.org/wikipedia/commons/9/90/D%C3%A1niel_Pauman_%28canoeist%29.jpg"
"summer","2012","London","Canoe","Canoe Sprint","TOTH, David","HUN","Men","K-4 1000M","Silver","Hungary","https://upload.wikimedia.org/wikipedia/commons/9/97/D%C3%A1vid_T%C3%B3th_%28HUN%29_2013.jpg"
"summer","2012","London","Canoe","Canoe Sprint","DOSTAL, Josef","CZE","Men","K-4 1000M","Bronze","Czech Republic","https://upload.wikimedia.org/wikipedia/commons/b/bf/Josef_Dost%C3%A1l%2C_Rio_2016.jpg"
"summer","2012","London","Canoe","Canoe Sprint","HAVEL, Daniel","CZE","Men","K-4 1000M","Bronze","Czech Republic","https://upload.wikimedia.org/wikipedia/commons/4/4a/Daniel_Havel_Rio_2016_%28CZE%29.jpg"
"summer","2012","London","Canoe","Canoe Sprint","STERBA, Jan","CZE","Men","K-4 1000M","Bronze","Czech Republic","https://upload.wikimedia.org/wikipedia/commons/b/b3/Jan_Bartolom%C4%9Bj_%C5%A0t%C4%9Brba_-_sochy.jpg"
"summer","2012","London","Canoe","Canoe Sprint","TREFIL, Lukas","CZE","Men","K-4 1000M","Bronze","Czech Republic","https://upload.wikimedia.org/wikipedia/commons/c/c0/Luk%C3%A1%C5%A1_Trefil_Rio_2016.jpg"
"summer","2012","London","Canoe","Canoe Sprint","FAZEKAS, Krisztina","HUN","Women","K-4 500M","Gold","Hungary","https://upload.wikimedia.org/wikipedia/commons/4/47/Krisztina_Zur.jpg"
"summer","2012","London","Canoe","Canoe Sprint","DIETZE, Tina","GER","Women","K-4 500M","Silver","Germany","https://upload.wikimedia.org/wikipedia/commons/e/e2/Tina_Dietze2.jpg"
"summer","2012","London","Canoe","Canoe Sprint","LEONHARDT, Carolin Martina","GER","Women","K-4 500M","Silver","Germany","https://upload.wikimedia.org/wikipedia/commons/4/49/Carolin_Leonhardt_2.jpg"
"summer","2012","London","Canoe","Canoe Sprint","WEBER, Franziska","GER","Women","K-4 500M","Silver","Germany","https://upload.wikimedia.org/wikipedia/commons/c/c7/Franziska_Weber.jpg"
"summer","2012","London","Canoe","Canoe Sprint","KHUDZENKA, Volha","BLR","Women","K-4 500M","Bronze","Belarus","https://upload.wikimedia.org/wikipedia/commons/a/a2/Volha_Khudzenka_Rio2016.jpg"
"summer","2012","London","Canoe","Canoe Sprint","PAPOK, Nadzeya","BLR","Women","K-4 500M","Bronze","Belarus","https://upload.wikimedia.org/wikipedia/commons/e/ec/Nadzeya_Liapeshka_Rio2016_%28cropped%29.jpg"
"summer","2012","London","Canoe","Canoe Sprint","PAUTARAN, Maryna","BLR","Women","K-4 500M","Bronze","Belarus","https://upload.wikimedia.org/wikipedia/commons/6/65/Canoe_Moscow_2016_-_Maryna_Litvinchuk.jpg"
"summer","2012","London","Cycling","Cycling BMX","WILLOUGHBY, Sam","AUS","Men","Individual","Silver","Australia","https://upload.wikimedia.org/wikipedia/commons/e/ea/SLNSW_81767_House_Taken_for_Constable_Hudson_in_connection_with_Willoughby_murder.jpg"
"summer","2012","London","Cycling","Cycling BMX","OQUENDO ZABALA, Carlos Mario","COL","Men","Individual","Bronze","Colombia","https://upload.wikimedia.org/wikipedia/commons/4/42/Carlos_Mario_Oquendo_-_Rio_2016.jpg"
"summer","2012","London","Cycling","Cycling BMX","PAJON, Mariana","COL","Women","Individual","Gold","Colombia","https://upload.wikimedia.org/wikipedia/commons/4/4e/MarianaPajon.jpg"
"summer","2012","London","Cycling","Cycling BMX","WALKER, Sarah","NZL","Women","Individual","Silver","New Zealand","https://upload.wikimedia.org/wikipedia/commons/8/8b/Sarah_Walker_badminton.jpg"
"summer","2012","London","Cycling","Cycling BMX","SMULDERS, Laura","NED","Women","Individual","Bronze","Netherlands","https://upload.wikimedia.org/wikipedia/commons/d/d2/World_Cup_BMX_2019_-_Papendal_-_Laura_Smulders.jpg"
"summer","2012","London","Cycling","Cycling Road","URAN URAN, Rigoberto","COL","Men","Individual Road","Silver","Colombia","https://upload.wikimedia.org/wikipedia/commons/f/f3/Rigoberto_Uran_Uran.jpg"
"summer","2012","London","Cycling","Cycling Road","KRISTOFF, Alexander","NOR","Men","Individual Road","Bronze","Norway","https://upload.wikimedia.org/wikipedia/commons/d/d8/Alexander_Kristoff.JPG"
"summer","2012","London","Cycling","Cycling Road","ARMITSTEAD, Elizabeth","GBR","Women","Individual Road","Silver","United Kingdom","https://upload.wikimedia.org/wikipedia/commons/2/21/Elizabeth_Armitstead_1_Ladies_Tour_2016.jpg"
"summer","2012","London","Cycling","Cycling Road","ZABELINSKAYA, Olga","RUS","Women","Individual Road","Bronze","Russia","https://upload.wikimedia.org/wikipedia/commons/e/e8/2021_LBL_women_finish_Olga_Zabelinskaya.jpg"
"summer","2012","London","Cycling","Cycling Road","MARTIN, Tony","GER","Men","Time Trial","Silver","Germany","https://upload.wikimedia.org/wikipedia/commons/6/61/1953_Tony_Martin.JPG"
"summer","2012","London","Cycling","Cycling Road","FROOME, Christopher","GBR","Men","Time Trial","Bronze","United Kingdom","https://upload.wikimedia.org/wikipedia/commons/9/97/Tour_de_France_2016%2C_Stage_18%2C_Chris_Froome.jpg"
"summer","2012","London","Cycling","Cycling Road","ZABELINSKAYA, Olga","RUS","Women","Time Trial","Bronze","Russia","https://upload.wikimedia.org/wikipedia/commons/e/e8/2021_LBL_women_finish_Olga_Zabelinskaya.jpg"
"summer","2012","London","Cycling","Cycling Track","MULDER, Teun","NED","Men","Keirin","Bronze","Netherlands","https://upload.wikimedia.org/wikipedia/commons/8/83/Teun_Mulder.jpg"
"summer","2012","London","Cycling","Cycling Track","VAN VELTHOOVEN, Simon","NZL","Men","Keirin","Bronze","New Zealand","https://upload.wikimedia.org/wikipedia/commons/1/1b/Simon_van_Velthooven_2017_WCup.jpg"
"summer","2012","London","Cycling","Cycling Track","LEE, Wai Sze","HKG","Women","Keirin","Bronze","Hong Kong*","https://upload.wikimedia.org/wikipedia/commons/7/75/Wai_Sze_Lee.jpg"
"summer","2012","London","Cycling","Cycling Track","HANSEN, Lasse Norman","DEN","Men","Omnium","Gold","Denmark","https://upload.wikimedia.org/wikipedia/commons/f/f5/Lasse_Norman_Hansen.jpg"
"summer","2012","London","Cycling","Cycling Track","COQUARD, Bryan","FRA","Men","Omnium","Silver","France","https://upload.wikimedia.org/wikipedia/commons/a/ae/COQUARD_Bryan.jpg"
"summer","2012","London","Cycling","Cycling Track","TROTT, Laura","GBR","Women","Omnium","Gold","United Kingdom","https://upload.wikimedia.org/wikipedia/commons/2/29/Laura_Trott.jpg"
"summer","2012","London","Cycling","Cycling Track","HAMMER, Sarah","USA","Women","Omnium","Silver","United States","https://upload.wikimedia.org/wikipedia/commons/9/9b/Sarah_Hammer_at_the_2010_UCI_Track_Cycling_World_Championships%2C_Copenhagen%2C_Denmark_-_20100324.jpg"
"summer","2012","London","Cycling","Cycling Track","EDMONDSON, Annette","AUS","Women","Omnium","Bronze","Australia","https://upload.wikimedia.org/wikipedia/commons/4/4f/Annette_Edmondson_%28AUS%29_2018.jpg"
"summer","2012","London","Cycling","Cycling Track","PERKINS, Shane","AUS","Men","Sprint","Bronze","Australia","https://upload.wikimedia.org/wikipedia/commons/3/36/Shane_Perkins.jpg"
"summer","2012","London","Cycling","Cycling Track","KENNAUGH, Peter","GBR","Men","Team Pursuit","Gold","United Kingdom","https://upload.wikimedia.org/wikipedia/commons/b/b8/Peter_Kennaugh_Commonwealth_Games.jpg"
"summer","2012","London","Cycling","Cycling Track","BOBRIDGE, Jack","AUS","Men","Team Pursuit","Silver","Australia","https://upload.wikimedia.org/wikipedia/commons/d/d1/Jack_Bobridge_%285665450372%29.jpg"
"summer","2012","London","Cycling","Cycling Track","DENNIS, Rohan","AUS","Men","Team Pursuit","Silver","Australia","https://upload.wikimedia.org/wikipedia/commons/b/bf/Rohan_Dennis_2015.JPG"
"summer","2012","London","Cycling","Cycling Track","HEPBURN, Michael","AUS","Men","Team Pursuit","Silver","Australia","https://upload.wikimedia.org/wikipedia/commons/f/fc/Michael_Hepburn_2016.jpg"
"summer","2012","London","Cycling","Cycling Track","OSHEA, Glenn","AUS","Men","Team Pursuit","Silver","Australia","https://upload.wikimedia.org/wikipedia/commons/3/3a/Glenn_O%27Shea.jpg"
"summer","2012","London","Cycling","Cycling Track","GATE, Aaron","NZL","Men","Team Pursuit","Bronze","New Zealand","https://upload.wikimedia.org/wikipedia/commons/2/29/Aaron_Gate_%289787077273%29.jpg"
"summer","2012","London","Cycling","Cycling Track","KING, Dani","GBR","Women","Team Pursuit","Gold","United Kingdom","https://upload.wikimedia.org/wikipedia/commons/5/58/Dani_King_FlecheWallonne_2016.JPG"
"summer","2012","London","Cycling","Cycling Track","ROWSELL, Joanna","GBR","Women","Team Pursuit","Gold","United Kingdom","https://upload.wikimedia.org/wikipedia/commons/e/e1/Joanna_Rowsell.jpg"
"summer","2012","London","Cycling","Cycling Track","TROTT, Laura","GBR","Women","Team Pursuit","Gold","United Kingdom","https://upload.wikimedia.org/wikipedia/commons/2/29/Laura_Trott.jpg"
"summer","2012","London","Cycling","Cycling Track","BAUSCH, Dotsie","USA","Women","Team Pursuit","Silver","United States","https://upload.wikimedia.org/wikipedia/commons/0/07/Dotsie_Bausch_2011.jpeg"
"summer","2012","London","Cycling","Cycling Track","HAMMER, Sarah","USA","Women","Team Pursuit","Silver","United States","https://upload.wikimedia.org/wikipedia/commons/9/9b/Sarah_Hammer_at_the_2010_UCI_Track_Cycling_World_Championships%2C_Copenhagen%2C_Denmark_-_20100324.jpg"
"summer","2012","London","Cycling","Cycling Track","REED, Jennie","USA","Women","Team Pursuit","Silver","United States","https://upload.wikimedia.org/wikipedia/commons/4/44/Jennie_Reed_WCh_2011.jpg"
"summer","2012","London","Cycling","Cycling Track","TAMAYO, Lauren","USA","Women","Team Pursuit","Silver","United States","https://upload.wikimedia.org/wikipedia/commons/a/ac/La_Course_by_Le_Tour_de_France_2016_%2828644507035%29.jpg"
"summer","2012","London","Cycling","Cycling Track","GLAESSER, Jasmin","CAN","Women","Team Pursuit","Bronze","Canada","https://upload.wikimedia.org/wikipedia/commons/2/21/Jasmin_Glaesser_2013_Tour_of_Calif.jpg"
"summer","2012","London","Cycling","Cycling Track","WHITTEN, Tara","CAN","Women","Team Pursuit","Bronze","Canada","https://upload.wikimedia.org/wikipedia/commons/0/0f/Tara_Whitten_%28cropped%29.jpg"
"summer","2012","London","Cycling","Cycling Track","HINDES, Philip","GBR","Men","Team Sprint","Gold","United Kingdom","https://upload.wikimedia.org/wikipedia/commons/6/6f/Philip_Hindes_ECh_2015.JPG"
"summer","2012","London","Cycling","Cycling Track","DALMEIDA, Michael","FRA","Men","Team Sprint","Silver","France","https://upload.wikimedia.org/wikipedia/commons/e/e0/UCI_Track_World_Championships_2020-02-28_154737.jpg"
"summer","2012","London","Cycling","Cycling Track","FORSTEMANN, Robert","GER","Men","Team Sprint","Bronze","Germany","https://upload.wikimedia.org/wikipedia/commons/b/bf/Robert_F%C3%B6rstemann.jpg"
"summer","2012","London","Cycling","Cycling Track","VOGEL, Kristina","GER","Women","Team Sprint","Gold","Germany","https://upload.wikimedia.org/wikipedia/commons/f/f3/12-06-28-kristina-vogel-00.jpg"
"summer","2012","London","Cycling","Cycling Track","WELTE, Miriam","GER","Women","Team Sprint","Gold","Germany","https://upload.wikimedia.org/wikipedia/commons/6/6f/12-06-28-miriam-welte-00.jpg"
"summer","2012","London","Cycling","Cycling Track","GONG, Jinjie","CHN","Women","Team Sprint","Silver","China","https://upload.wikimedia.org/wikipedia/commons/4/4f/Gong_Jinjie.JPG"
"summer","2012","London","Cycling","Cycling Track","MCCULLOCH, Kaarle","AUS","Women","Team Sprint","Bronze","Australia","https://upload.wikimedia.org/wikipedia/commons/5/5f/Kaarle_McCulloch.jpg"
"summer","2012","London","Cycling","Mountain Bike","KULHAVY, Jaroslav","CZE","Men","Cross-Country","Gold","Czech Republic","https://upload.wikimedia.org/wikipedia/commons/7/72/Jaroslav_Kulhavy_La_Bresse_2012_03.jpg"
"summer","2012","London","Cycling","Mountain Bike","FONTANA, Marco Aurelio","ITA","Men","Cross-Country","Bronze","Italy","https://upload.wikimedia.org/wikipedia/commons/c/cd/Marco_Aurelio_Fontana.jpg"
"summer","2012","London","Cycling","Mountain Bike","BRESSET, Julie","FRA","Women","Cross-Country","Gold","France","https://upload.wikimedia.org/wikipedia/commons/0/0e/Julie_Bresset-Super-Besse-2012.jpg"
"summer","2012","London","Cycling","Mountain Bike","GOULD, Georgia","USA","Women","Cross-Country","Bronze","United States","https://upload.wikimedia.org/wikipedia/commons/1/1e/Georgia_Gould_13.05.2012.jpg"
"summer","2012","London","Equestrian","Dressage","DUJARDIN, Charlotte","GBR","Women","Individual","Gold","United Kingdom","https://upload.wikimedia.org/wikipedia/commons/e/e9/Charlotte_Dujardin_2012_Olympic_Dressage-1.JPG"
"summer","2012","London","Equestrian","Dressage","BECHTOLSHEIMER, Laura","GBR","Women","Individual","Bronze","United Kingdom","https://upload.wikimedia.org/wikipedia/commons/2/2b/Laura_Bechtolsheimer_-_Our_Greatest_Team_Parade.jpg"
"summer","2012","London","Equestrian","Dressage","BECHTOLSHEIMER, Laura","GBR","Women","Team","Gold","United Kingdom","https://upload.wikimedia.org/wikipedia/commons/2/2b/Laura_Bechtolsheimer_-_Our_Greatest_Team_Parade.jpg"
"summer","2012","London","Equestrian","Dressage","DUJARDIN, Charlotte","GBR","Women","Team","Gold","United Kingdom","https://upload.wikimedia.org/wikipedia/commons/e/e9/Charlotte_Dujardin_2012_Olympic_Dressage-1.JPG"
"summer","2012","London","Equestrian","Dressage","HESTER, Carl","GBR","Men","Team","Gold","United Kingdom","https://upload.wikimedia.org/wikipedia/commons/f/f2/Carl_Hester_at_the_2012_Summer_Olympics.jpg"
"summer","2012","London","Equestrian","Dressage","LANGEHANENBERG, Helen","GER","Women","Team","Silver","Germany","https://upload.wikimedia.org/wikipedia/commons/4/43/Helen_LANGEHANENBERG_JEM2014.JPG"
"summer","2012","London","Equestrian","Dressage","SCHNEIDER, Dorothee","GER","Women","Team","Silver","Germany","https://upload.wikimedia.org/wikipedia/commons/9/96/Dorothee_Schneider-2016-08-23-IMG_8746.jpg"
"summer","2012","London","Equestrian","Dressage","SPREHE, Kristina","GER","Women","Team","Silver","Germany","https://upload.wikimedia.org/wikipedia/commons/9/90/Kristina_Br%C3%B6ring-Sprehe_%28GER%29.jpg"
"summer","2012","London","Equestrian","Dressage","GAL, Edward","NED","Men","Team","Bronze","Netherlands","https://upload.wikimedia.org/wikipedia/commons/1/1a/Edward_Gal_%28NED%29.jpg"
"summer","2012","London","Equestrian","Eventing","JUNG, Michael","GER","Men","Individual","Gold","Germany","https://upload.wikimedia.org/wikipedia/commons/3/30/2018-05-20_Michael_Jung_auf_fischerSolution-8740.jpg"
"summer","2012","London","Equestrian","Eventing","ALGOTSSON, Sara","SWE","Women","Individual","Silver","Sweden","https://upload.wikimedia.org/wikipedia/commons/6/6b/Sara_Algotsson-Ostholt_Wega%2C_CCI_Luhm%C3%BChlen_2011.JPG"
"summer","2012","London","Equestrian","Eventing","AUFFARTH, Sandra","GER","Women","Individual","Bronze","Germany","https://upload.wikimedia.org/wikipedia/commons/6/6a/Auffarth_Sandra_2012_ms.png"
"summer","2012","London","Equestrian","Eventing","AUFFARTH, Sandra","GER","Women","Team","Gold","Germany","https://upload.wikimedia.org/wikipedia/commons/6/6a/Auffarth_Sandra_2012_ms.png"
"summer","2012","London","Equestrian","Eventing","JUNG, Michael","GER","Men","Team","Gold","Germany","https://upload.wikimedia.org/wikipedia/commons/3/30/2018-05-20_Michael_Jung_auf_fischerSolution-8740.jpg"
"summer","2012","London","Equestrian","Eventing","SCHRADE, Dirk","GER","Men","Team","Gold","Germany","https://upload.wikimedia.org/wikipedia/commons/4/40/Dirk_Schrade_%28GER%29_2013.JPG"
"summer","2012","London","Equestrian","Eventing","PHILLIPS, Zara","GBR","Women","Team","Silver","United Kingdom","https://upload.wikimedia.org/wikipedia/commons/b/bf/Zara_Phillips_%282012%29.jpg"
"summer","2012","London","Equestrian","Eventing","WILSON, Nicola","GBR","Women","Team","Silver","United Kingdom","https://upload.wikimedia.org/wikipedia/commons/a/a2/Nicola_Wilson_%28GBR%29_2013.jpg"
"summer","2012","London","Equestrian","Eventing","PAGET, Jonathan","NZL","Men","Team","Bronze","New Zealand","https://upload.wikimedia.org/wikipedia/commons/4/47/Jonathan_Paget_%282012%29.jpg"
"summer","2012","London","Equestrian","Eventing","POWELL, Caroline","NZL","Women","Team","Bronze","New Zealand","https://upload.wikimedia.org/wikipedia/commons/c/cd/Caroline_Powell_%28NZL%29_2010.jpg"
"summer","2012","London","Equestrian","Eventing","RICHARDS, Jonelle","NZL","Women","Team","Bronze","New Zealand","https://upload.wikimedia.org/wikipedia/commons/2/24/Jonelle_Richards_%28NZL%29_2013.JPG"
"summer","2012","London","Equestrian","Jumping","SCHRODER, Gerco","NED","Men","Individual","Silver","Netherlands","https://upload.wikimedia.org/wikipedia/commons/3/3c/Gerco_Schroder_at_3.jpg"
"summer","2012","London","Equestrian","Jumping","OCONNOR, Cian","IRL","Men","Individual","Bronze","Ireland","https://upload.wikimedia.org/wikipedia/commons/5/54/Cian_OConnor.JPG"
"summer","2012","London","Equestrian","Jumping","BRASH, Scott","GBR","Men","Team","Gold","United Kingdom","https://upload.wikimedia.org/wikipedia/commons/3/39/Scott_Brash_%28GBR%29.jpg"
"summer","2012","London","Equestrian","Jumping","CHARLES, Peter","GBR","Men","Team","Gold","United Kingdom","https://upload.wikimedia.org/wikipedia/commons/5/52/Charles_Peter_Mok.jpg"
"summer","2012","London","Equestrian","Jumping","MAHER, Ben","GBR","Men","Team","Gold","United Kingdom","https://upload.wikimedia.org/wikipedia/commons/7/7d/Ben_maher_2012.jpg"
"summer","2012","London","Equestrian","Jumping","SKELTON, Nick","GBR","Men","Team","Gold","United Kingdom","https://upload.wikimedia.org/wikipedia/commons/f/f5/Nick_Skelton_on_Arko.jpg"
"summer","2012","London","Equestrian","Jumping","HOUTZAGER, Marc","NED","Men","Team","Silver","Netherlands","https://upload.wikimedia.org/wikipedia/commons/6/6d/Marc_Houtzager_6728.jpg"
"summer","2012","London","Equestrian","Jumping","SCHRODER, Gerco","NED","Men","Team","Silver","Netherlands","https://upload.wikimedia.org/wikipedia/commons/3/3c/Gerco_Schroder_at_3.jpg"
"summer","2012","London","Equestrian","Jumping","VAN DER VLEUTEN, Maikel","NED","Men","Team","Silver","Netherlands","https://upload.wikimedia.org/wikipedia/commons/6/62/Maikel_Van_der_Vleuten_7382.jpg"
"summer","2012","London","Equestrian","Jumping","VRIELING, Jur","NED","Men","Team","Silver","Netherlands","https://upload.wikimedia.org/wikipedia/commons/0/0d/Jur_Vrieling_%28NED%29_2014.jpg"
"summer","2012","London","Equestrian","Jumping","AL DUHAMI, Ramzy","KSA","Men","Team","Bronze","Saudi Arabia","https://upload.wikimedia.org/wikipedia/commons/e/ea/Maimarkt_Mannheim_-_Springreiten_%2817%29.JPG"
"summer","2012","London","Equestrian","Jumping","AL SAUD, HRH Prince Abdullah","KSA","Men","Team","Bronze","Saudi Arabia","https://upload.wikimedia.org/wikipedia/commons/a/a2/Bilateral_Meeting_Saudi_Arabia_%2801117613%29_%2848741716133%29.jpg"
"summer","2012","London","Equestrian","Jumping","BAHAMDAN, Kamal","KSA","Men","Team","Bronze","Saudi Arabia","https://upload.wikimedia.org/wikipedia/commons/3/3a/Kamal_Bahamdan_%26_Noblesse_Des_Tess_-_2013_Longines_Global_Champions_Tour.jpg"
"summer","2012","London","Fencing","Fencing","LIMARDO GASCON, Ruben D.","VEN","Men","Épée Individual","Gold","Venezuela","https://upload.wikimedia.org/wikipedia/commons/9/98/Ruben_Limardo_Gascon_Challenge_SNCF_Reseau_2015_teams_t134418.jpg"
"summer","2012","London","Fencing","Fencing","PIASECKI, Bartosz","NOR","Men","Épée Individual","Silver","Norway","https://upload.wikimedia.org/wikipedia/commons/c/c5/Bartosz_Piasecki_Trophee_Monal_2013.jpg"
"summer","2012","London","Fencing","Fencing","JUNG, Jin Sun","KOR","Men","Épée Individual","Bronze","Korea, South","https://upload.wikimedia.org/wikipedia/commons/f/f6/Jin_Jung-seon.jpg"
"summer","2012","London","Fencing","Fencing","SHEMYAKINA, Yana","UKR","Women","Épée Individual","Gold","Ukraine","https://upload.wikimedia.org/wikipedia/commons/6/65/Shemjakina_063a_HBR_cropped.jpg"
"summer","2012","London","Fencing","Fencing","SUN, Yujie","CHN","Women","Épée Individual","Bronze","China","https://upload.wikimedia.org/wikipedia/commons/4/4d/Sun_Yujie_2014_Challenge_International_de_Saint-Maur_t102910.jpg"
"summer","2012","London","Fencing","Fencing","LUO, Xiaojuan","CHN","Women","Épée Team","Gold","China","https://upload.wikimedia.org/wikipedia/commons/4/4c/Luo_Xiaojuan_WCh.jpg"
"summer","2012","London","Fencing","Fencing","SUN, Yujie","CHN","Women","Épée Team","Gold","China","https://upload.wikimedia.org/wikipedia/commons/4/4d/Sun_Yujie_2014_Challenge_International_de_Saint-Maur_t102910.jpg"
"summer","2012","London","Fencing","Fencing","XU, Anqi","CHN","Women","Épée Team","Gold","China","https://upload.wikimedia.org/wikipedia/commons/3/3e/Xu_Anqi_2014_CI_de_Saint-Maur.jpg"
"summer","2012","London","Fencing","Fencing","JUNG, Hyo Jung","KOR","Women","Épée Team","Silver","Korea, South","https://upload.wikimedia.org/wikipedia/commons/4/45/Jung_Hyo-Jung.jpg"
"summer","2012","London","Fencing","Fencing","SHIN, A Lam","KOR","Women","Épée Team","Silver","Korea, South","https://upload.wikimedia.org/wikipedia/commons/f/f8/Shin_A-Lam_%28KOR%29_2013.jpg"
"summer","2012","London","Fencing","Fencing","HURLEY, Courtney","USA","Women","Épée Team","Bronze","United States","https://upload.wikimedia.org/wikipedia/commons/a/af/Courtney_Hurley_Fencing_WCH_EFS-IN_t142717.jpg"
"summer","2012","London","Fencing","Fencing","HURLEY, Kelley","USA","Women","Épée Team","Bronze","United States","https://upload.wikimedia.org/wikipedia/commons/2/24/Kelley_Hurley_Fencing_WCH_EFS-IN_t142724.jpg"
"summer","2012","London","Fencing","Fencing","LAWRENCE, Maya","USA","Women","Épée Team","Bronze","United States","https://upload.wikimedia.org/wikipedia/commons/9/9b/Maya_Lawrence_2013_Fencing_WCh.jpg"
"summer","2012","London","Fencing","Fencing","LEI, Sheng","CHN","Men","Foil Individual","Gold","China","https://upload.wikimedia.org/wikipedia/commons/f/f4/Lei_Sheng_2013_Fencing_WCh.jpg"
